dimension,value,rows,mae,rmse,r2,smape_pct
zone_id,129,720,2.1838385088674173,2.9187279780847195,0.20869592333284304,49.95622271622243
zone_id,130,720,2.1419534544421674,2.789590990368714,0.23072761357907434,56.8373061702052
zone_id,131,720,0.8397201942223556,1.1391694248718152,0.20727933096528284,131.5600883301544
zone_id,132,720,31.32747649570152,41.86043863937553,0.89290933294767,21.1515761771375
zone_id,133,720,0.8292281082390941,1.110144019274299,0.2770128474166904,116.51426395043147
zone_id,134,720,0.9246581255707226,1.1887865953883197,0.09873002819170829,113.37764511908317
zone_id,135,720,0.7517901218762276,0.9803602797656363,0.08457828069308504,143.07831375578704
zone_id,136,720,0.8370832730796274,1.1257186401908654,0.1481209060030655,125.06263330488663
zone_id,137,720,9.008958055015986,12.076406585985685,0.8849410026890524,18.151740104777826
zone_id,138,720,28.225486694137615,40.85149071084938,0.8487810835553733,43.199748030710715
zone_id,139,720,0.8009000477931295,1.0951266453247606,0.22498239433699518,143.04149039320328
zone_id,140,720,12.105824643733238,17.086902099083456,0.9528710887327199,18.356088491967657
zone_id,141,720,12.80321277206279,18.614502622691905,0.93554812229715,16.212146269451036
zone_id,142,720,24.124334964536995,40.518063071590156,0.8713096883285414,21.501351197017694
zone_id,143,720,9.500926542252751,13.577747495119219,0.9055024661912049,25.370261357810605
zone_id,144,720,8.582738808328534,12.452861370590286,0.9421421350720324,26.078610316589714
zone_id,145,720,3.896143088015241,5.673877284328561,0.5220727116660503,40.02045602853544
zone_id,146,720,2.0999951146774145,2.8860496869678474,0.3469774244872622,53.49529971262648
zone_id,147,720,0.7334660027940813,0.9882850601407469,0.263681359141515,136.90085227217818
zone_id,148,720,10.33787439696522,15.719593362480067,0.9687806886015231,22.888273926848118
zone_id,149,720,0.7715550192735189,1.0995845220489144,0.23277637532170714,139.42511567000875
zone_id,150,720,0.5747413993424553,0.75091920961924,0.16460124025796408,154.72914174658493
zone_id,151,720,6.9226024579659855,9.415292543478232,0.8930168293129459,26.627174080956006
zone_id,152,720,2.5688408501086992,3.417573393700133,0.5700879273010762,47.26159803201618
zone_id,153,720,0.4396388345290847,0.5500137061343443,0.0208303204081286,176.38417773978256
zone_id,154,720,0.2733495157596748,0.3106705675467188,-0.4935522053203736,194.32352782118943
zone_id,155,720,1.0837776056558814,1.5188381324825921,0.34336952428595313,100.3447716555347
zone_id,156,720,0.23157687155842718,0.24547380707365343,-7.737742924438178,199.52892869734157
zone_id,157,720,1.435997718766745,2.8843490503625127,0.6735583958102259,113.07271540477836
zone_id,158,720,9.541423261185086,14.381622529352802,0.9068601390312696,29.010824552275018
zone_id,159,720,1.2845028376553878,1.770680706585026,0.2833118566371322,91.25370412501418
zone_id,160,720,0.7598085396660287,1.005716570352652,0.15613512130362817,139.40930118007034
zone_id,161,720,23.87163619937739,37.13462107036569,0.9627779365050535,16.976679538086476
