fold,model,dimension,value,rows,mean_prediction,positive_prediction_fraction,mae,rmse,r2,smape_pct,delay_hours
fold_1,hist_gradient_boosting,zone_cohort,dense,114912,29.978740692597672,0.9998085491506544,7.0655263865692515,17.461592487990547,0.9276784689584031,68.66709027108429,3
fold_1,latest_available,zone_cohort,dense,114912,29.337954260651628,0.8381370091896407,19.630900167084377,48.87651667137338,0.4333688986512767,95.27975949602339,3
fold_1,previous_day_24h,zone_cohort,sparse,61152,0.38095238095238093,0.23855311355311357,0.4621108058608059,1.0287675967798542,-0.33297212825594413,54.14542353824379,3
fold_1,previous_week_168h,zone_cohort,sparse,61152,0.3942144165358451,0.2426412872841444,0.4620617477760335,1.0244907862006092,-0.3219122553727465,53.76093712852936,3
fold_1,zone_hour_average,zone_cohort,sparse,61152,0.3694228610895277,0.8269230769230769,0.4087709028185219,0.7756420120296973,0.24227927938850424,136.73489252505684,3
fold_1,rolling_mean_24h,zone_cohort,sparse,61152,0.38188312183847894,0.7710295656724229,0.4564214307517879,0.8360624559007089,0.11963258812502087,126.88391479178792,3
fold_1,hist_gradient_boosting,zone_cohort,sparse,61152,0.553445221194562,1.0,0.5427810838133288,0.8253639681125192,0.14201928525751495,168.34865332174937,3
fold_1,latest_available,zone_cohort,sparse,61152,0.3823750654107797,0.23874934589220304,0.5242673992673993,1.1393461407609065,-0.6349251940670473,60.084114424773766,3
fold_1,previous_day_24h,target_cohort,positive,110922,30.33352265555976,0.8452606335983844,10.610510088170065,30.269238494087002,0.7880685457370764,73.3234016717894,3
fold_1,previous_week_168h,target_cohort,positive,110922,30.829429689331242,0.8540055173905988,8.394259028867133,21.722409095744485,0.8908538541172769,68.58279626506231,3
fold_1,zone_hour_average,target_cohort,positive,110922,31.448979299130755,0.999197634373704,10.638706967136855,28.27937578404212,0.8150168946622963,52.766927458504824,3
fold_1,rolling_mean_24h,target_cohort,positive,110922,29.981296541714002,0.997854348100467,18.569176613596337,44.014730130362885,0.5518859977250972,64.8840110092096,3
fold_1,hist_gradient_boosting,target_cohort,positive,110922,30.91245581403002,0.9998828005264961,7.169145959686656,17.705710606813316,0.9274864527057058,46.50952493790643,3
